order_id,order_line,order_date,customer_id,product_id,bikeshop_id,quantity,model,category1,category2,frame,price,FirstName,LastName,BirthDate,MaritalStatus,Gender,AnnualIncome,TotalChildren,EducationLevel,Occupation,HomeOwner,bikeshop_name,bikeshop_city,bikeshop_state,latitude,longitude,ventes
262,20,2011-10-05,17,5,19,1,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,4260, Mike, Yellow,1986-07-18, Married, Male,61000,2, Master's, Musician, No,San Francisco Cruisers,San Francisco,CA,37.774929,-122.419416,4260
262,21,2011-10-05,17,62,2,1,Scalpel 29 Carbon Race,Mountain,Cross Country Race,Carbon,6390, Mike, Yellow,1986-07-18, Married, Male,61000,2, Master's, Musician, No,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,6390
263,1,2011-10-06,25,19,11,1,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250, Ulysses, Platinum,1990-04-27, Married, Male,67000,1, Bachelor's, Farmer, No,New York Cycles,New York,NY,40.712784,-74.005941,1250
264,1,2011-10-10,8,16,7,1,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,1950
264,2,2011-10-10,8,75,26,1,Fat CAAD2,Mountain,Fat Bike,Aluminum,2130, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,2130
264,3,2011-10-10,8,94,8,6,Catalyst 1,Mountain,Sport,Aluminum,705, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Denver Bike Shop,Denver,CO,39.739236,-104.990251,4230
264,4,2011-10-10,8,88,13,1,Habit 6,Mountain,Trail,Aluminum,1950, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,1950
264,5,2011-10-10,8,73,20,1,F-Si 3,Mountain,Cross Country Race,Aluminum,1840, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Portland Bi-peds,Portland,OR,45.523062,-122.676482,1840
264,6,2011-10-10,8,71,24,1,F-Si 1,Mountain,Cross Country Race,Aluminum,2340, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,2340
264,7,2011-10-10,8,31,5,1,Synapse Carbon 105,Road,Endurance Road,Carbon,2240, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,2240
264,8,2011-10-10,8,27,3,1,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,3730, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Columbus Race Equipment,Columbus,OH,39.961176,-82.998794,3730
264,9,2011-10-10,8,91,26,2,Trail 3,Mountain,Sport,Aluminum,1080, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,2160
264,10,2011-10-10,8,97,25,1,Catalyst 4,Mountain,Sport,Aluminum,415, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,415
264,11,2011-10-10,8,90,11,2,Trail 2,Mountain,Sport,Aluminum,1350, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,New York Cycles,New York,NY,40.712784,-74.005941,2700
264,12,2011-10-10,8,17,15,1,CAAD12 105,Road,Elite Road,Aluminum,1680, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Austin Cruisers,Austin,TX,30.267153,-97.743061,1680
264,13,2011-10-10,8,67,21,1,F-Si Hi-Mod Team,Mountain,Cross Country Race,Carbon,9060, Donna, Red,1980-08-05, Married, Female,68000,3, Bachelor's, Manager, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,9060
265,1,2011-10-11,13,3,21,1,Supersix Evo Hi-Mod Dura Ace 1,Road,Elite Road,Carbon,7990, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,7990
265,2,2011-10-11,13,46,17,2,SuperX Rival CX1,Road,Cyclocross,Carbon,1750, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,3500
265,3,2011-10-11,13,35,12,1,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,1250, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Dallas Cycles,Dallas,TX,32.776664,-96.796988,1250
265,4,2011-10-11,13,92,5,2,Trail 4,Mountain,Sport,Aluminum,980, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,1960
265,5,2011-10-11,13,44,9,1,SuperX Ultegra,Road,Cyclocross,Carbon,2450, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,2450
265,6,2011-10-11,13,18,13,1,CAAD8 105,Road,Elite Road,Aluminum,1410, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,1410
265,7,2011-10-11,13,61,9,1,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,3200
265,8,2011-10-11,13,12,16,1,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Phoenix Bi-peds,Phoenix,AZ,33.448377,-112.074037,4260
265,9,2011-10-11,13,28,15,1,Synapse Carbon Ultegra 3,Road,Endurance Road,Carbon,3200, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Austin Cruisers,Austin,TX,30.267153,-97.743061,3200
265,10,2011-10-11,13,79,15,2,Bad Habit 1,Mountain,Trail,Aluminum,3200, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,Austin Cruisers,Austin,TX,30.267153,-97.743061,6400
265,11,2011-10-11,13,87,27,1,Habit 5,Mountain,Trail,Aluminum,2340, Isaac, Olive,1987-08-14, Married, Male,72000,3, Bachelor's, Developer, No,San Antonio Bike Shop,San Antonio,TX,29.424122,-98.493628,2340
266,1,2011-10-12,12,56,1,1,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,9060, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,9060
266,2,2011-10-12,12,93,21,1,Trail 5,Mountain,Sport,Aluminum,815, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,815
266,3,2011-10-12,12,49,24,1,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,3840, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,3840
266,4,2011-10-12,12,31,7,1,Synapse Carbon 105,Road,Endurance Road,Carbon,2240, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Nashville Cruisers,Nashville,TN,36.162664,-86.781602,2240
266,5,2011-10-12,12,71,18,1,F-Si 1,Mountain,Cross Country Race,Aluminum,2340, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,2340
266,6,2011-10-12,12,18,11,1,CAAD8 105,Road,Elite Road,Aluminum,1410, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,New York Cycles,New York,NY,40.712784,-74.005941,1410
266,7,2011-10-12,12,55,17,1,Scalpel-Si Black Inc.,Mountain,Cross Country Race,Carbon,12790, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,12790
266,8,2011-10-12,12,39,2,1,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,4500, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,4500
266,9,2011-10-12,12,30,12,1,Synapse Carbon Disc 105,Road,Endurance Road,Carbon,2660, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Dallas Cycles,Dallas,TX,32.776664,-96.796988,2660
266,10,2011-10-12,12,36,30,1,Synapse Sora,Road,Endurance Road,Aluminum,1030, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,1030
266,11,2011-10-12,12,27,13,1,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,3730, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,3730
266,12,2011-10-12,12,80,14,1,Bad Habit 2,Mountain,Trail,Aluminum,2660, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,2660
266,13,2011-10-12,12,13,10,1,CAAD12 Red,Road,Elite Road,Aluminum,3200, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Kansas City 29ers,Kansas City,KS,39.114053,-94.627464,3200
266,14,2011-10-12,12,16,4,1,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,1950
266,15,2011-10-12,12,45,17,1,SuperX 105,Road,Cyclocross,Carbon,1960, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Las Vegas Cycles,Las Vegas,NV,36.169941,-115.13983,1960
266,16,2011-10-12,12,85,4,1,Habit Carbon 3,Mountain,Trail,Carbon,3730, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,3730
266,17,2011-10-12,12,91,16,1,Trail 3,Mountain,Sport,Aluminum,1080, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Phoenix Bi-peds,Phoenix,AZ,33.448377,-112.074037,1080
266,18,2011-10-12,12,66,6,1,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,11190, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Louisville Race Equipment,Louisville,KY,38.252665,-85.758456,11190
266,19,2011-10-12,12,20,19,1,CAAD8 Sora,Road,Elite Road,Aluminum,1030, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,San Francisco Cruisers,San Francisco,CA,37.774929,-122.419416,1030
266,20,2011-10-12,12,87,23,1,Habit 5,Mountain,Trail,Aluminum,2340, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,2340
266,21,2011-10-12,12,35,18,1,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,1250, Hannah, Brown,1991-02-05, Single, Female,43000,1, Master's, Designer, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,1250
267,1,2011-10-12,10,96,21,2,Catalyst 3,Mountain,Sport,Aluminum,480, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,960
267,2,2011-10-12,10,49,21,1,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,3840, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,3840
268,1,2011-10-13,22,25,22,1,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,5330, Rachel, Gold,1987-06-07, Single, Female,55000,1, Bachelor's, Therapist, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,5330
269,1,2011-10-17,28,39,9,1,Slice Hi-Mod Dura Ace D12,Road,Triathalon,Carbon,4500, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,4500
269,2,2011-10-17,28,73,22,1,F-Si 3,Mountain,Cross Country Race,Aluminum,1840, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,1840
269,3,2011-10-17,28,6,14,1,Supersix Evo Red,Road,Elite Road,Carbon,3940, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,3940
269,4,2011-10-17,28,5,11,1,Supersix Evo Hi-Mod Utegra,Road,Elite Road,Carbon,4260, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,New York Cycles,New York,NY,40.712784,-74.005941,4260
269,5,2011-10-17,28,84,1,1,Habit Carbon SE,Mountain,Trail,Carbon,4480, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,4480
269,6,2011-10-17,28,13,8,1,CAAD12 Red,Road,Elite Road,Aluminum,3200, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Denver Bike Shop,Denver,CO,39.739236,-104.990251,3200
269,7,2011-10-17,28,40,22,1,Slice Ultegra D12,Road,Triathalon,Carbon,3200, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,3200
269,8,2011-10-17,28,25,26,1,Synapse Hi-Mod Disc Ultegra,Road,Endurance Road,Carbon,5330, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,5330
269,9,2011-10-17,28,54,16,1,Trigger Carbon 4,Mountain,Over Mountain,Carbon,3200, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Phoenix Bi-peds,Phoenix,AZ,33.448377,-112.074037,3200
269,10,2011-10-17,28,12,30,1,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,4260
269,11,2011-10-17,28,7,8,1,Supersix Evo Ultegra 3,Road,Elite Road,Carbon,3200, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Denver Bike Shop,Denver,CO,39.739236,-104.990251,3200
269,12,2011-10-17,28,37,2,1,Synapse Claris,Road,Endurance Road,Aluminum,870, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,870
269,13,2011-10-17,28,57,15,1,Scalpel-Si Hi-Mod 1,Mountain,Cross Country Race,Carbon,7460, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Austin Cruisers,Austin,TX,30.267153,-97.743061,7460
269,14,2011-10-17,28,38,23,2,Slice Hi-Mod Black Inc.,Road,Triathalon,Carbon,7000, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,14000
269,15,2011-10-17,28,36,5,1,Synapse Sora,Road,Endurance Road,Aluminum,1030, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Cincinnati Speed,Cincinnati,OH,39.103118,-84.51202,1030
269,16,2011-10-17,28,24,3,1,Synapse Hi-Mod Dura Ace,Road,Endurance Road,Carbon,5860, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Columbus Race Equipment,Columbus,OH,39.961176,-82.998794,5860
269,17,2011-10-17,28,49,29,1,Jekyll Carbon 3,Mountain,Over Mountain,Carbon,3840, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,3840
269,18,2011-10-17,28,26,1,1,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,4800, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Pittsburgh Mountain Machines,Pittsburgh,PA,40.440625,-79.995886,4800
269,19,2011-10-17,28,66,25,1,F-Si Black Inc.,Mountain,Cross Country Race,Carbon,11190, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,11190
269,20,2011-10-17,28,27,23,1,Synapse Carbon Disc Ultegra,Road,Endurance Road,Carbon,3730, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,3730
269,21,2011-10-17,28,45,15,2,SuperX 105,Road,Cyclocross,Carbon,1960, Xena, Sapphire,1982-05-21, Single, Female,63000,1, Master's, Sailor, Yes,Austin Cruisers,Austin,TX,30.267153,-97.743061,3920
270,1,2011-10-18,24,16,27,1,CAAD12 Disc 105,Road,Elite Road,Aluminum,1950, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,San Antonio Bike Shop,San Antonio,TX,29.424122,-98.493628,1950
270,2,2011-10-18,24,31,14,1,Synapse Carbon 105,Road,Endurance Road,Carbon,2240, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,2240
270,3,2011-10-18,24,89,23,1,Trail 1,Mountain,Sport,Aluminum,1520, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,1520
270,4,2011-10-18,24,6,24,1,Supersix Evo Red,Road,Elite Road,Carbon,3940, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,3940
270,5,2011-10-18,24,88,9,2,Habit 6,Mountain,Trail,Aluminum,1950, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,3900
270,6,2011-10-18,24,2,26,1,Supersix Evo Hi-Mod Team,Road,Elite Road,Carbon,10660, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,10660
270,7,2011-10-18,24,29,27,1,Synapse Carbon Ultegra 4,Road,Endurance Road,Carbon,2660, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,San Antonio Bike Shop,San Antonio,TX,29.424122,-98.493628,2660
270,8,2011-10-18,24,58,25,1,Scalpel-Si Carbon 2,Mountain,Cross Country Race,Carbon,6390, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,New Orleans Velocipedes,New Orleans,LA,29.951066,-90.071532,6390
270,9,2011-10-18,24,19,22,1,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,1250
270,10,2011-10-18,24,1,16,1,Supersix Evo Black Inc.,Road,Elite Road,Carbon,12790, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Phoenix Bi-peds,Phoenix,AZ,33.448377,-112.074037,12790
270,11,2011-10-18,24,48,18,1,Jekyll Carbon 2,Mountain,Over Mountain,Carbon,6070, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Los Angeles Cycles,Los Angeles,CA,34.052234,-118.243685,6070
270,12,2011-10-18,24,37,29,2,Synapse Claris,Road,Endurance Road,Aluminum,870, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,1740
270,13,2011-10-18,24,47,21,1,Jekyll Carbon 1,Mountain,Over Mountain,Carbon,7990, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,7990
270,14,2011-10-18,24,22,12,1,Synapse Hi-Mod Disc Black Inc.,Road,Endurance Road,Carbon,9590, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Dallas Cycles,Dallas,TX,32.776664,-96.796988,9590
270,15,2011-10-18,24,35,30,1,Synapse Disc Tiagra,Road,Endurance Road,Aluminum,1250, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Tampa 29ers,Tampa,FL,27.950575,-82.457178,1250
270,16,2011-10-18,24,93,21,1,Trail 5,Mountain,Sport,Aluminum,815, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,815
270,17,2011-10-18,24,65,14,1,Scalpel 29 4,Mountain,Cross Country Race,Aluminum,3200, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,3200
270,18,2011-10-18,24,42,11,2,Slice 105,Road,Triathalon,Carbon,1950, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,New York Cycles,New York,NY,40.712784,-74.005941,3900
270,19,2011-10-18,24,9,22,1,Supersix Evo 105,Road,Elite Road,Carbon,2240, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,2240
270,20,2011-10-18,24,54,22,1,Trigger Carbon 4,Mountain,Over Mountain,Carbon,3200, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,3200
270,21,2011-10-18,24,23,24,1,Synapse Hi-Mod Disc Red,Road,Endurance Road,Carbon,7460, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,7460
270,22,2011-10-18,24,60,22,1,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,4260, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Ann Arbor Speed,Ann Arbor,MI,42.280826,-83.743038,4260
270,23,2011-10-18,24,70,26,1,F-Si Carbon 4,Mountain,Cross Country Race,Carbon,2880, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Miami Race Equipment,Miami,FL,25.76168,-80.19179,2880
270,24,2011-10-18,24,46,3,1,SuperX Rival CX1,Road,Cyclocross,Carbon,1750, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Columbus Race Equipment,Columbus,OH,39.961176,-82.998794,1750
270,25,2011-10-18,24,20,20,1,CAAD8 Sora,Road,Elite Road,Aluminum,1030, Tina, Bronze,1992-08-19, Single, Female,49000,0, PhD, Vet, Yes,Portland Bi-peds,Portland,OR,45.523062,-122.676482,1030
271,1,2011-10-19,10,61,2,1,Scalpel-Si 5,Mountain,Cross Country Race,Aluminum,3200, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,3200
271,2,2011-10-19,10,83,4,1,Habit Carbon 2,Mountain,Trail,Carbon,5330, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,5330
271,3,2011-10-19,10,93,23,1,Trail 5,Mountain,Sport,Aluminum,815, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Philadelphia Bike Shop,Philadelphia,PA,39.952584,-75.165222,815
271,4,2011-10-19,10,73,14,5,F-Si 3,Mountain,Cross Country Race,Aluminum,1840, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Albuquerque Cycles,Albuquerque,NM,35.085334,-106.605553,9200
271,5,2011-10-19,10,60,4,1,Scalpel-Si Carbon 4,Mountain,Cross Country Race,Carbon,4260, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Detroit Cycles,Detroit,MI,42.331427,-83.045754,4260
271,6,2011-10-19,10,95,13,1,Catalyst 2,Mountain,Sport,Aluminum,585, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,585
271,7,2011-10-19,10,97,21,1,Catalyst 4,Mountain,Sport,Aluminum,415, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,415
271,8,2011-10-19,10,96,24,1,Catalyst 3,Mountain,Sport,Aluminum,480, Fiona, Teal,1989-09-12, Single, Female,46000,1, Associate's, Engineer, Yes,Providence Bi-peds,Providence,RI,41.823989,-71.412834,480
272,1,2011-10-19,4,12,2,1,CAAD12 Disc Dura Ace,Road,Elite Road,Aluminum,4260, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Ithaca Mountain Climbers,Ithaca,NY,42.443961,-76.501881,4260
272,2,2011-10-19,4,45,28,1,SuperX 105,Road,Cyclocross,Carbon,1960, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Wichita Speed,Wichita,KS,37.687176,-97.330053,1960
272,3,2011-10-19,4,80,9,1,Bad Habit 2,Mountain,Trail,Aluminum,2660, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Minneapolis Bike Shop,Minneapolis,MN,44.977753,-93.265011,2660
272,4,2011-10-19,4,26,21,1,Synapse Carbon Disc Ultegra D12,Road,Endurance Road,Carbon,4800, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Seattle Race Equipment,Seattle,WA,47.606209,-122.332071,4800
272,5,2011-10-19,4,56,10,1,Scalpel-Si Race,Mountain,Cross Country Race,Carbon,9060, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Kansas City 29ers,Kansas City,KS,39.114053,-94.627464,9060
272,6,2011-10-19,4,19,29,1,CAAD8 Tiagra,Road,Elite Road,Aluminum,1250, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Indianapolis Velocipedes,Indianapolis,IN,39.768403,-86.158068,1250
272,7,2011-10-19,4,81,13,1,Habit Hi-Mod Black Inc.,Mountain,Trail,Carbon,12250, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Oklahoma City Race Equipment,Oklahoma City,OK,35.46756,-97.516428,12250
272,8,2011-10-19,4,46,12,1,SuperX Rival CX1,Road,Cyclocross,Carbon,1750, Carol, White,1992-07-25, Single, Female,48000,0, Bachelor's, Nurse, No,Dallas Cycles,Dallas,TX,32.776664,-96.796988,1750
